item_name,Alcohol,Calcium,Calories,Cholesterol,Dietary Fiber,Iron,Protein,Saturated Fat,Sodium,Sugars,Total Carbohydrate,Total Fat,Trans Fat,Vitamin A,Vitamin C,Brand Name,Meal Type,Source URL,Potassium,Caffeine,Monounsaturated Fat,Polyunsaturated Fat,Omega- Fatty Acids,Alcohol_values,Alcohol_units,Calcium_values,Calcium_units,Cholesterol_values,Cholesterol_units,Dietary Fiber_values,Dietary Fiber_units,Iron_values,Iron_units,Protein_values,Protein_units,Saturated Fat_values,Saturated Fat_units,Sodium_values,Sodium_units,Sugars_values,Sugars_units,Total Carbohydrate_values,Total Carbohydrate_units,Total Fat_values,Total Fat_units,Vitamin A_values,Vitamin A_units,Vitamin C_values,Vitamin C_units,Potassium_values,Potassium_units,Trans Fat_values,Trans Fat_units,Monounsaturated Fat_values,Monounsaturated Fat_units,Polyunsaturated Fat_values,Polyunsaturated Fat_units,Caffeine_values,Caffeine_units,Omega- Fatty Acids_values,Omega- Fatty Acids_units,Unnamed: 0,protein_check,carb_check,fat_check,carbs_calories,protein_calories,fat_calories,f_c_p,pct_fat,pct_carbs,pct_protein,fat_indicator,carbs_indicator,protein_indicator,indicator_sum
"Lite, Average All Flavors",0 g,350 mg,100,5 mg,0 g,0 mg,9 g,0 g,140 mg,13 g,17 g,0 g,0 g,500 mg,5 mg,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-lite-average-all-flavors/2pew2yozRdCKew6wojwYxg,370 mg,,0 g,0 g,0 g,0.0,g,350.0,mg,5.0,mg,0.0,g,0.0,mg,9.0,g,0.0,g,140.0,mg,13.0,g,17.0,g,0.0,g,500.0,mg,5.0,mg,370.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,68.0,36.0,0.0,104.0,0.0,0.6538461538461539,0.34615384615384615,0,0,0,0
"Old Fashioned, Pink Lemonade, dry",0 g,0 mg,70,0 mg,0 g,0 mg,0 g,0 g,10 mg,17 g,17 g,0 g,0 g,0 mg,6 mg,Kroger,Drink Mixes,https://www.calorieking.com/us/en/foods/f/calories-in-drink-mixes-old-fashioned-pink-lemonade-dry/JMBQabGzQfmc2FNBoSmPRQ,,,0 g,0 g,0 g,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,10.0,mg,17.0,g,17.0,g,0.0,g,0.0,mg,6.0,mg,,,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,68.0,0.0,0.0,68.0,0.0,1.0,0.0,0,0,0,0
"Private Selection, Vinaigrettes, Asian",0 g,0 mg,90,0 mg,0.5 g,0 mg,1 g,0.5 g,380 mg,3 g,6 g,7 g,0 g,0 mg,0 mg,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-private-selection-vinaigrettes-asian/4Zyl7U3QQECqYqupMgWKig,,,,,,0.0,g,0.0,mg,0.0,mg,0.5,g,0.0,mg,1.0,g,0.5,g,380.0,mg,3.0,g,6.0,g,7.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,24.0,4.0,63.0,91.0,0.6923076923076923,0.26373626373626374,0.04395604395604396,0,0,0,0
"Bake Easy, Fat-Free Baking Spray",0 g,0 mg,0,0 mg,0 g,0 mg,0 g,0 g,0 mg,0 g,0 g,0 g,0 g,0 mg,0 mg,Kroger,Oils,https://www.calorieking.com/us/en/foods/f/calories-in-oils-bake-easy-fat-free-baking-spray/16OL_zNxQHu5-lMfjfalXw,,,0 g,0 g,0 g,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,0.0,mg,0.0,g,0.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,0.0,0.0,0.0,0.0,,,,0,0,0,0
Grilled Fillet Lemon Pepper,0 g,,100,,,,17.5 g,,,,1 g,3 g,,,,Kroger,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-grilled-fillet-lemon-pepper/1mk-FduqQR2Fbc5Wo19y_A,,,,,,0.0,g,,,,,,,,,17.5,g,,,,,,,1.0,g,3.0,g,,,,,,,,,,,,,,,,,,0,0,0,4.0,70.0,27.0,101.0,0.26732673267326734,0.039603960396039604,0.693069306930693,1,0,0,1
"Whole Cashews, Salted",0 g,0 mg,160,0 mg,,2 mg,5 g,2.5 g,115 mg,1 g,8 g,13 g,0 g,0 mg,0 mg,Kroger,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-whole-cashews-salted/2MJgKdYxQ7S9GQJ-SzXMNA,180 mg,,7 g,2.5 g,,0.0,g,0.0,mg,0.0,mg,,,2.0,mg,5.0,g,2.5,g,115.0,mg,1.0,g,8.0,g,13.0,g,0.0,mg,0.0,mg,180.0,mg,0.0,g,7.0,g,2.5,g,,,,,,0,0,0,32.0,20.0,117.0,169.0,0.6923076923076923,0.1893491124260355,0.11834319526627218,0,0,1,1
Creamy Ranch,0 g,20 mg,130,10 mg,0 g,0 mg,0 g,2 g,240 mg,1 g,2 g,14 g,0 g,0 mg,0 mg,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-creamy-ranch/qwhaLGrMSFayzHchWh0_xQ,,,,,,0.0,g,20.0,mg,10.0,mg,0.0,g,0.0,mg,0.0,g,2.0,g,240.0,mg,1.0,g,2.0,g,14.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,8.0,0.0,126.0,134.0,0.9402985074626866,0.05970149253731343,0.0,0,0,0,0
"Cultured Dairy Confection, Peaches & Cream w. Natural Flavor Low-Fat",0 g,,182,10 mg,0 g,,4 g,1.5 g,65 mg,24 g,36 g,2.5 g,,,,Kroger,Desserts,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-cultured-dairy-confection-peaches-cream-w-natural-flavor-low-fat/1YDfyKbSQ02Bk4at_Z8WXA,220 mg,,,,,0.0,g,,,10.0,mg,0.0,g,,,4.0,g,1.5,g,65.0,mg,24.0,g,36.0,g,2.5,g,,,,,220.0,mg,,,,,,,,,,,,0,0,0,144.0,16.0,22.5,182.5,0.1232876712328767,0.7890410958904109,0.08767123287671233,0,0,0,0
Chicken Flavored Rice Prepared As Directed,0 g,20 mg,290,0 mg,2 g,3 mg,8 g,1 g,1015 mg,1 g,51 g,7 g,0 g,0 mg,2 mg,Kroger,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-chicken-flavored-rice-prepared-as-directed/Qi_6NwudSUyds_gfTsNhow,,,,,,0.0,g,20.0,mg,0.0,mg,2.0,g,3.0,mg,8.0,g,1.0,g,1015.0,mg,1.0,g,51.0,g,7.0,g,0.0,mg,2.0,mg,,,0.0,g,,,,,,,,,,0,0,0,204.0,32.0,63.0,299.0,0.21070234113712374,0.6822742474916388,0.10702341137123746,0,0,1,1
65% Vegetable Oil,0 g,0 mg,80,0 mg,0 g,0 mg,0 g,2 g,105 mg,0 g,0 g,9 g,2.5 g,500 mg,0 mg,Kroger,Spreads,https://www.calorieking.com/us/en/foods/f/calories-in-spreads-65-vegetable-oil/c5F6nH4uTce5h82jQe-m-A,,,2.5 g,2 g,,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,2.0,g,105.0,mg,0.0,g,0.0,g,9.0,g,500.0,mg,0.0,mg,,,2.5,g,2.5,g,2.0,g,,,,,,0,0,0,0.0,0.0,81.0,81.0,1.0,0.0,0.0,0,0,0,0
Oven Roasted Cured Turkey Breast,0 g,0 mg,90,30 mg,0 g,1 mg,9 g,1.5 g,680 mg,1 g,2 g,5 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-oven-roasted-cured-turkey-breast/LZvL-G9PQgm1KvHQyF1zLw,,,,,,0.0,g,0.0,mg,30.0,mg,0.0,g,1.0,mg,9.0,g,1.5,g,680.0,mg,1.0,g,2.0,g,5.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,8.0,36.0,45.0,89.0,0.5056179775280899,0.0898876404494382,0.4044943820224719,0,0,0,0
"Jelly, Concorde Grape",0 g,0 mg,50,0 mg,0 g,0 mg,0 g,0 g,10 mg,8 g,13 g,0 g,0 g,0 mg,0 mg,Kroger,Jams,https://www.calorieking.com/us/en/foods/f/calories-in-jams-jelly-concorde-grape/JweUk_U-SROrq0wFqMvvVA,0 mg,,0 g,0 g,0 g,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,10.0,mg,8.0,g,13.0,g,0.0,g,0.0,mg,0.0,mg,0.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,52.0,0.0,0.0,52.0,0.0,1.0,0.0,0,0,0,0
"Break-Free, Real Egg Product",0 g,20 mg,30,0 mg,0 g,1 mg,6 g,0 g,115 mg,0.5 g,1 g,0 g,0 g,750 mg,0 mg,Kroger,Eggs,https://www.calorieking.com/us/en/foods/f/calories-in-eggs-break-free-real-egg-product/3CcKnq-aT4CYzVQ0LlAgDQ,,,0 g,0 g,0 g,0.0,g,20.0,mg,0.0,mg,0.0,g,1.0,mg,6.0,g,0.0,g,115.0,mg,0.5,g,1.0,g,0.0,g,750.0,mg,0.0,mg,,,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,4.0,24.0,0.0,28.0,0.0,0.14285714285714285,0.8571428571428571,0,0,0,0
Ranch Fat-Free,0 g,0 mg,30,0 mg,0.5 g,0 mg,0 g,0 g,300 mg,3 g,7 g,0 g,0 g,0 mg,0 mg,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-ranch-fat-free/Ud-HRWw8T4y94nCeHMF26Q,0 mg,,0 g,0 g,0 g,0.0,g,0.0,mg,0.0,mg,0.5,g,0.0,mg,0.0,g,0.0,g,300.0,mg,3.0,g,7.0,g,0.0,g,0.0,mg,0.0,mg,0.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,28.0,0.0,0.0,28.0,0.0,1.0,0.0,0,0,0,0
"Blackeye Peas, Fat Free Food",0 g,160 mg,400,0 mg,16 g,11 mg,32 g,0 g,20 mg,8 g,84 g,0 g,0 g,0 mg,0 mg,Kroger,Fresh or Dried Legumes (Beans),https://www.calorieking.com/us/en/foods/f/calories-in-fresh-or-dried-legumes-beans-blackeye-peas-fat-free-food/mBCHmnx5RmS3CK08wXGN1w,,,,,,0.0,g,160.0,mg,0.0,mg,16.0,g,11.0,mg,32.0,g,0.0,g,20.0,mg,8.0,g,84.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,336.0,128.0,0.0,464.0,0.0,0.7241379310344828,0.27586206896551724,0,0,0,0
"Private Selection, Vinaigrettes, Balsamic Basil",0 g,0 mg,170,0 mg,0.5 g,0 mg,0 g,1.5 g,310 mg,0 g,3 g,17 g,0 g,0 mg,0 mg,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-private-selection-vinaigrettes-balsamic-basil/hPm4404XTeC-Tg2JhnAcLw,,,,,,0.0,g,0.0,mg,0.0,mg,0.5,g,0.0,mg,0.0,g,1.5,g,310.0,mg,0.0,g,3.0,g,17.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,12.0,0.0,153.0,165.0,0.9272727272727272,0.07272727272727272,0.0,0,0,0,0
Balsamic Vinaigrette,0 g,0 mg,90,0 mg,0 g,0 mg,0 g,1.5 g,410 mg,2 g,2 g,9 g,0 g,0 mg,0 mg,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-balsamic-vinaigrette/AT9NZvIKSCaDp-NQ1QEomA,,,,,,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,1.5,g,410.0,mg,2.0,g,2.0,g,9.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,8.0,0.0,81.0,89.0,0.9101123595505618,0.0898876404494382,0.0,0,0,0,0
"Cream Whipped Spread, Soft",0 g,0 mg,70,20 mg,0 g,0 mg,1 g,4.5 g,65 mg,1 g,1 g,7 g,0 g,200 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-cream-whipped-spread-soft/Yft4YjPlTui3_NEB2sDJNg,,,,,,0.0,g,0.0,mg,20.0,mg,0.0,g,0.0,mg,1.0,g,4.5,g,65.0,mg,1.0,g,1.0,g,7.0,g,200.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,4.0,4.0,63.0,71.0,0.8873239436619719,0.056338028169014086,0.056338028169014086,0,0,0,0
Grahams Honey,0 g,0 mg,120,0 mg,1 g,1 mg,2 g,0.5 g,180 mg,5 g,20 g,3 g,0 g,0 mg,0 mg,Kroger,Crackers,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-grahams-honey/rfvBaNXAQ06GIEZu4ONKYA,,,,,,0.0,g,0.0,mg,0.0,mg,1.0,g,1.0,mg,2.0,g,0.5,g,180.0,mg,5.0,g,20.0,g,3.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,80.0,8.0,27.0,115.0,0.23478260869565218,0.6956521739130435,0.06956521739130435,0,0,0,0
Smoked Turkey Breast,0 g,0 mg,90,30 mg,0 g,1 mg,9 g,1.5 g,690 mg,1 g,2 g,5 g,0 g,0 mg,0 mg,Kroger,Deli & Luncheon Meat,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-smoked-turkey-breast/fyRBm1sNSTGePEqRwnUQ5g,,,,,,0.0,g,0.0,mg,30.0,mg,0.0,g,1.0,mg,9.0,g,1.5,g,690.0,mg,1.0,g,2.0,g,5.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,8.0,36.0,45.0,89.0,0.5056179775280899,0.0898876404494382,0.4044943820224719,0,0,0,0
Poppy Seed,0 g,,158,0 mg,0 g,,0 g,2 g,240 mg,7 g,8 g,14 g,,,,Kroger,Salad Dressings,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-poppy-seed/eyPblG9tQpyXepsmMa5hOg,0 mg,,,,,0.0,g,,,0.0,mg,0.0,g,,,0.0,g,2.0,g,240.0,mg,7.0,g,8.0,g,14.0,g,,,,,0.0,mg,,,,,,,,,,,,0,0,0,32.0,0.0,126.0,158.0,0.7974683544303798,0.20253164556962025,0.0,0,0,0,0
Sweet Peas & Carrots,0 g,40 mg,120,0 mg,6 g,2 mg,6 g,0 g,640 mg,8 g,20 g,0 g,0 g,3000 mg,12 mg,Kroger,Canned Vegetables,https://www.calorieking.com/us/en/foods/f/calories-in-canned-vegetables-sweet-peas-carrots/T_IYpuzZTlCObpEhkFgzYg,,,,,,0.0,g,40.0,mg,0.0,mg,6.0,g,2.0,mg,6.0,g,0.0,g,640.0,mg,8.0,g,20.0,g,0.0,g,3000.0,mg,12.0,mg,,,0.0,g,,,,,,,,,,0,0,0,80.0,24.0,0.0,104.0,0.0,0.7692307692307693,0.23076923076923078,0,0,0,0
Raw Orange Rougly Fillet,0 g,40 mg,80,25 mg,0 g,1 mg,17 g,0 g,70 mg,0 g,0 g,1 g,0 g,100 mg,0 mg,Kroger,Fish,https://www.calorieking.com/us/en/foods/f/calories-in-fish-raw-orange-rougly-fillet/Q8u4ElMiSrOsRl2Yea21XQ,,,,,,0.0,g,40.0,mg,25.0,mg,0.0,g,1.0,mg,17.0,g,0.0,g,70.0,mg,0.0,g,0.0,g,1.0,g,100.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,0.0,68.0,9.0,77.0,0.11688311688311688,0.0,0.8831168831168831,0,0,0,0
Garlic Spread,0 g,0 mg,90,0 mg,0 g,0 mg,0 g,4 g,90 mg,0 g,1 g,10 g,0 g,400 mg,0 mg,Kroger,Condiments,https://www.calorieking.com/us/en/foods/f/calories-in-condiments-garlic-spread/nGzQobgcROKLbtf9G1FYxg,,,,,,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,4.0,g,90.0,mg,0.0,g,1.0,g,10.0,g,400.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,4.0,0.0,90.0,94.0,0.9574468085106383,0.0425531914893617,0.0,0,0,0,0
Kitchen Creations Cheddar Cheese Melt Skillet Dinner As Packaged,0 g,20 mg,130,0 mg,0.5 g,1 mg,3 g,0.5 g,1030 mg,2 g,26 g,2 g,0 g,0 mg,0 mg,Kroger,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-kitchen-creations-cheddar-cheese-melt-skillet-dinner-as-packaged/0R2bDjzfQoelj2ZRnolwrw,,,,,,0.0,g,20.0,mg,0.0,mg,0.5,g,1.0,mg,3.0,g,0.5,g,1030.0,mg,2.0,g,26.0,g,2.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,104.0,12.0,18.0,134.0,0.13432835820895522,0.7761194029850746,0.08955223880597014,0,0,0,0
"Steak, Thick & Hearty",0 g,0 mg,10,0 mg,0 g,0 mg,0 g,0 g,190 mg,2 g,2 g,0 g,0 g,0 mg,0 mg,Kroger,Sauces,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-steak-thick-hearty/MivH9ANsTN6jdGHfgBFwYg,,,0 g,0 g,0 g,0.0,g,0.0,mg,0.0,mg,0.0,g,0.0,mg,0.0,g,0.0,g,190.0,mg,2.0,g,2.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0,0,0,0
"Jelly, Blackberry",0 g,0 mg,50,0 mg,,0 mg,0 g,0 g,10 mg,8 g,13 g,0 g,0 g,0 mg,0 mg,Kroger,Jams,https://www.calorieking.com/us/en/foods/f/calories-in-jams-jelly-blackberry/xl4ZXvvOQHCqvZmsrBrsCQ,,,0 g,0 g,0 g,0.0,g,0.0,mg,0.0,mg,,,0.0,mg,0.0,g,0.0,g,10.0,mg,8.0,g,13.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,52.0,0.0,0.0,52.0,0.0,1.0,0.0,0,0,0,0
Oven Ready Breaded Jumbo Betterfly Shrimp,0 g,20 mg,210,50 mg,0 g,1 mg,8 g,3 g,520 mg,1 g,22 g,10 g,0 g,0 mg,0 mg,Kroger,Fish,https://www.calorieking.com/us/en/foods/f/calories-in-fish-oven-ready-breaded-jumbo-betterfly-shrimp/p0GignVyQiSrIxD2xq_-gw,,,,,,0.0,g,20.0,mg,50.0,mg,0.0,g,1.0,mg,8.0,g,3.0,g,520.0,mg,1.0,g,22.0,g,10.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,88.0,32.0,90.0,210.0,0.42857142857142855,0.41904761904761906,0.1523809523809524,0,0,1,1
Lightly Salted Dry Roasted Peanuts,0 g,0 mg,4,0 mg,0 0.1 g,1 mg,0.2 g,0 0.1 g,2 mg,0 0.1 g,0.2 g,0.4 g,0 g,0 mg,0 mg,Kroger,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-lightly-salted-dry-roasted-peanuts/8nXo3Df2SXCk6fdS3jji7A,,,0.2 g,0.1 g,,0.0,g,0.0,mg,0.0,mg,0.0,0.1,1.0,mg,0.2,g,0.0,0.1,2.0,mg,0.0,0.1,0.2,g,0.4,g,0.0,mg,0.0,mg,,,0.0,g,0.2,g,0.1,g,,,,,,0,0,0,0.8,0.8,3.6,5.2,0.6923076923076923,0.15384615384615385,0.15384615384615385,0,0,1,1
"Shrimp Fried Rice, unprepared",0 g,40 mg,190,80 mg,1 g,1 mg,10 g,0 g,520 mg,7 g,36 g,0.5 g,0 g,300 mg,9 mg,Kroger,Frozen Meals,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-shrimp-fried-rice-unprepared/7H-14TLqQye7g4Qno06VqA,,,,,,0.0,g,40.0,mg,80.0,mg,1.0,g,1.0,mg,10.0,g,0.0,g,520.0,mg,7.0,g,36.0,g,0.5,g,300.0,mg,9.0,mg,,,0.0,g,,,,,,,,,,0,0,0,144.0,40.0,4.5,188.5,0.023872679045092837,0.7639257294429708,0.21220159151193635,0,0,0,0
"Carbmaster, Cultured Dairy Blend,White Chocolate Flavored Raspberry",0 g,300 mg,70,10 mg,1 g,1 mg,9 g,1 g,120 mg,1 g,5 g,1.5 g,0 g,400 mg,1 mg,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-carbmaster-cultured-dairy-blendwhite-chocolate-flavored-raspberry/MLeaIyASQt2yckWPerneig,100 mg,,,,,0.0,g,300.0,mg,10.0,mg,1.0,g,1.0,mg,9.0,g,1.0,g,120.0,mg,1.0,g,5.0,g,1.5,g,400.0,mg,1.0,mg,100.0,mg,0.0,g,,,,,,,,,,0,0,0,20.0,36.0,13.5,69.5,0.19424460431654678,0.28776978417266186,0.5179856115107914,0,0,0,0
Fruit on the Bottom: Peach (west coast),0 g,,223,15 mg,0.5 g,,8 g,2 g,130 mg,38 g,41 g,3 g,,,,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-fruit-on-the-bottom-peach-west-coast/ltW5yCnjTy2tFz2xH4qg9g,350 mg,,,,,0.0,g,,,15.0,mg,0.5,g,,,8.0,g,2.0,g,130.0,mg,38.0,g,41.0,g,3.0,g,,,,,350.0,mg,,,,,,,,,,,,0,0,0,164.0,32.0,27.0,223.0,0.1210762331838565,0.7354260089686099,0.14349775784753363,0,0,1,1
Active Lifestyle: Blueberry,0 g,250 mg,80,5 mg,0.5 g,0 mg,7 g,0 g,120 mg,10 g,12 g,0 g,0 g,300 mg,1 mg,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-active-lifestyle-blueberry/CsN0c8JZSg2EN_jbaKh99g,260 mg,,0 g,0 g,0 g,0.0,g,250.0,mg,5.0,mg,0.5,g,0.0,mg,7.0,g,0.0,g,120.0,mg,10.0,g,12.0,g,0.0,g,300.0,mg,1.0,mg,260.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,48.0,28.0,0.0,76.0,0.0,0.631578947368421,0.3684210526315789,0,0,0,0
Ancient Grains Farro Wheat,0 g,160 mg,560,0 mg,12 g,3 mg,24 g,0 g,100 mg,0 g,120 g,0 g,0 g,0 mg,0 mg,Kroger,Grains,https://www.calorieking.com/us/en/foods/f/calories-in-grains-ancient-grains-farro-wheat/gfU0knQjT-qalqsGT_xNAw,,,,,,0.0,g,160.0,mg,0.0,mg,12.0,g,3.0,mg,24.0,g,0.0,g,100.0,mg,0.0,g,120.0,g,0.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,480.0,96.0,0.0,576.0,0.0,0.8333333333333334,0.16666666666666666,0,0,1,1
Kitchen Creations Lasagna Skillet Dinner As Packaged,0 g,40 mg,120,0 mg,0.5 g,1 mg,3 g,0 g,780 mg,7 g,26 g,0.5 g,0 g,300 mg,1 mg,Kroger,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-kitchen-creations-lasagna-skillet-dinner-as-packaged/vPnaB8Y8RX6pr5sSUgxUYA,,,,,,0.0,g,40.0,mg,0.0,mg,0.5,g,1.0,mg,3.0,g,0.0,g,780.0,mg,7.0,g,26.0,g,0.5,g,300.0,mg,1.0,mg,,,0.0,g,,,,,,,,,,0,0,0,104.0,12.0,4.5,120.5,0.03734439834024896,0.8630705394190872,0.0995850622406639,0,0,0,0
"Nacho & Taco, shredded",0 g,150 mg,100,25 mg,0 g,0 mg,6 g,5 g,260 mg,0 g,1 g,8 g,0 g,500 mg,0 mg,Kroger,Cheese,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-nacho-taco-shredded/PFacHeMWTLuWcf9amYkfRw,,,,,,0.0,g,150.0,mg,25.0,mg,0.0,g,0.0,mg,6.0,g,5.0,g,260.0,mg,0.0,g,1.0,g,8.0,g,500.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,4.0,24.0,72.0,100.0,0.72,0.04,0.24,0,0,0,0
Lite: Blueberry (west coast),0 g,,100,5 mg,0.5 g,,9 g,0 g,160 mg,13 g,16 g,0 g,0 g,,,Kroger,Yogurts,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-lite-blueberry-west-coast/FIX0yv95QNKkYGCdN2AyQA,350 mg,,0 g,0 g,0 g,0.0,g,,,5.0,mg,0.5,g,,,9.0,g,0.0,g,160.0,mg,13.0,g,16.0,g,0.0,g,,,,,350.0,mg,0.0,g,0.0,g,0.0,g,,,0.0,g,,0,0,0,64.0,36.0,0.0,100.0,0.0,0.64,0.36,0,0,0,0
"Yipes Stripes, Peanut Butter & Grape Jelly",0 g,,229,0 mg,2 g,,7 g,2 g,150 mg,16 g,21 g,13 g,,,,Kroger,Nut Spreads,https://www.calorieking.com/us/en/foods/f/calories-in-nut-spreads-yipes-stripes-peanut-butter-grape-jelly/1aK8qI2RS-WEF0Il1e5taQ,0 mg,,,,,0.0,g,,,0.0,mg,2.0,g,,,7.0,g,2.0,g,150.0,mg,16.0,g,21.0,g,13.0,g,,,,,0.0,mg,,,,,,,,,,,,0,0,0,84.0,28.0,117.0,229.0,0.5109170305676856,0.36681222707423583,0.1222707423580786,0,0,1,1
Honey & Dry Roasted Peanuts,0 g,0 mg,160,0 mg,2 g,1 mg,6 g,1.5 g,80 mg,4 g,8 g,12 g,0 g,0 mg,0 mg,Kroger,Nut/Trail Mix,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-honey-dry-roasted-peanuts/x9Fn7-6_QsWRo7Bg7lxC6A,,,,,,0.0,g,0.0,mg,0.0,mg,2.0,g,1.0,mg,6.0,g,1.5,g,80.0,mg,4.0,g,8.0,g,12.0,g,0.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,32.0,24.0,108.0,164.0,0.6585365853658537,0.1951219512195122,0.14634146341463414,0,0,1,1
Noodles & Sauce Alfredo As Packaged,0 g,60 mg,230,10 mg,2 g,2 mg,5 g,1.5 g,870 mg,4 g,40 g,3.5 g,0 g,100 mg,0 mg,Kroger,Packaged Meals,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-noodles-sauce-alfredo-as-packaged/MOHECFbPQ4yYyfVKSc_uQg,,,,,,0.0,g,60.0,mg,10.0,mg,2.0,g,2.0,mg,5.0,g,1.5,g,870.0,mg,4.0,g,40.0,g,3.5,g,100.0,mg,0.0,mg,,,0.0,g,,,,,,,,,,0,0,0,160.0,20.0,31.5,211.5,0.14893617021276595,0.7565011820330969,0.09456264775413711,0,0,0,0
"Yipes Stripes, Peanut Butter & Strawberry Jelly",0 g,,229,0 mg,2 g,,7 g,2 g,150 mg,16 g,21 g,13 g,,,,Kroger,Nut Spreads,https://www.calorieking.com/us/en/foods/f/calories-in-nut-spreads-yipes-stripes-peanut-butter-strawberry-jelly/H5fgIB14TMqQJE5GfclsZw,0 mg,,,,,0.0,g,,,0.0,mg,2.0,g,,,7.0,g,2.0,g,150.0,mg,16.0,g,21.0,g,13.0,g,,,,,0.0,mg,,,,,,,,,,,,0,0,0,84.0,28.0,117.0,229.0,0.5109170305676856,0.36681222707423583,0.1222707423580786,0,0,1,1
